x,y,z,intensity,r,g,b
-21.308,-88.855,-1.173,-1527,67,57,55
-21.307,-88.85,-1.162,-1537,67,57,55
-21.308,-88.858,-1.14,-1524,65,57,54
-21.281,-88.902,-1.1,-1404,58,50,47
-21.368,-88.875,-1.102,-1350,62,52,51
-21.282,-88.905,-1.123,-1448,63,55,52
-21.264,-88.91,-1.118,-1457,66,58,55
-21.265,-88.914,-1.106,-1465,66,58,55
-21.295,-88.882,-1.103,-1380,58,50,47
-21.283,-88.912,-1.089,-1408,61,51,50
-21.263,-88.909,-1.084,-1442,67,57,58
-21.296,-88.885,-1.081,-1389,63,53,52
-21.298,-88.892,-1.069,-1340,65,55,54
-21.28,-88.899,-1.067,-1414,64,54,53
-21.262,-88.902,-1.05,-1493,64,54,55
-21.263,-88.907,-1.062,-1496,65,55,56
-21.295,-88.882,-1.046,-1352,67,57,56
-21.28,-88.899,-1.045,-1406,67,57,56
-21.281,-88.9,-1.034,-1386,70,60,59
-21.263,-88.907,-1.028,-1471,66,56,55
-21.295,-88.879,-1.024,-1414,70,60,59
-21.296,-88.885,-1.013,-1408,71,61,60
-21.281,-88.902,-1.011,-1450,70,60,59
-21.263,-88.906,-1.006,-1475,67,57,56
-21.387,-88.871,-1.119,-1470,51,42,43
-21.454,-88.841,-1.117,-1540,69,61,59
-21.438,-88.851,-1.118,-1629,64,59,56
-21.439,-88.852,-1.106,-1712,64,59,56
-21.491,-88.84,-1.122,-1645,64,56,53
-21.473,-88.839,-1.121,-1545,65,57,54
-21.491,-88.837,-1.1,-1514,63,55,52
-21.472,-88.834,-1.099,-1576,64,56,53
-21.438,-88.848,-1.084,-1571,65,60,56
-21.489,-88.83,-1.089,-1516,64,54,52
-21.474,-88.842,-1.088,-1552,66,59,53
-21.49,-88.836,-1.067,-1540,64,54,52
-21.472,-88.835,-1.065,-1637,65,58,52
-21.453,-88.839,-1.082,-1596,69,61,58
-21.454,-88.837,-1.071,-1711,69,61,58
-21.405,-88.869,-1.105,-1532,42,36,40
-21.421,-88.858,-1.124,-1624,40,34,38
-21.424,-88.869,-1.101,-1575,40,34,38
-21.387,-88.874,-1.107,-1480,51,42,43
-21.421,-88.856,-1.089,-1632,48,42,44
-21.419,-88.848,-1.066,-1625,51,45,47
-21.402,-88.858,-1.082,-1548,44,38,40
-21.386,-88.866,-1.084,-1501,51,43,41
-21.403,-88.864,-1.071,-1548,46,40,42
-21.49,-88.832,-1.044,-1512,63,53,51
-21.455,-88.844,-1.048,-1653,69,61,58
-21.49,-88.833,-1.033,-1653,61,51,49
-21.474,-88.84,-1.042,-1635,65,58,52
-21.438,-88.851,-1.026,-1663,69,61,58
-21.455,-88.85,-1.013,-1614,67,59,56
-21.474,-88.842,-1.031,-1560,65,58,52
-21.492,-88.841,-1.01,-1643,61,53,50
-21.474,-88.841,-1.008,-1609,63,56,50
-21.455,-88.844,-1.024,-1663,69,61,58
-21.436,-88.843,-1.049,-1586,68,60,57
-21.437,-88.844,-1.061,-1640,67,59,56
-21.42,-88.854,-1.043,-1699,51,45,47
-21.403,-88.861,-1.047,-1539,46,40,42
-21.386,-88.867,-1.062,-1525,51,43,41
-21.386,-88.868,-1.05,-1586,51,43,41
-21.421,-88.856,-1.008,-1620,53,44,47
-21.384,-88.859,-1.016,-1650,52,43,44
-21.403,-88.862,-1.024,-1524,45,39,41
-21.387,-88.871,-1.027,-1548,51,43,41
-21.405,-88.87,-1.013,-1527,49,40,43
-21.436,-88.843,-1.015,-1565,66,58,55
-21.308,-88.855,-1.118,-1496,58,50,47
-21.343,-88.842,-1.097,-1489,58,50,47
-21.344,-88.845,-1.12,-1458,62,52,51
-21.367,-88.872,-1.125,-1355,61,51,50
-21.327,-88.858,-1.121,-1455,62,54,51
-21.325,-88.85,-1.099,-1483,62,54,51
-21.368,-88.874,-1.078,-1367,60,52,49
-21.368,-88.874,-1.067,-1412,60,52,49
-21.326,-88.854,-1.089,-1535,60,50,48
-21.325,-88.851,-1.067,-1557,62,52,50
-21.343,-88.842,-1.085,-1491,58,50,47
-21.307,-88.852,-1.107,-1589,55,47,44
-21.308,-88.854,-1.085,-1557,59,49,48
-21.312,-88.871,-1.063,-1537,62,52,51
-21.328,-88.865,-1.045,-1529,63,53,51
-21.347,-88.857,-1.062,-1414,59,51,48
-21.348,-88.862,-1.051,-1429,59,51,48
-21.368,-88.875,-1.044,-1381,59,51,48
-21.367,-88.87,-1.032,-1412,59,51,48
-21.329,-88.868,-1.034,-1506,62,52,51
-21.346,-88.855,-1.027,-1457,56,48,45
-21.347,-88.857,-1.016,-1448,54,46,44
-21.368,-88.873,-1.009,-1403,56,48,46
-21.33,-88.872,-1.013,-1440,57,47,46
-21.311,-88.867,-1.052,-1571,64,54,53
-21.312,-88.872,-1.029,-1417,65,55,54
-21.311,-88.868,-1.007,-1419,65,55,54
-21.176,-88.936,-1.103,-1427,59,54,50
-21.176,-88.936,-1.216,-1478,62,48,48
-21.196,-88.94,-1.227,-1452,62,52,51
-21.196,-88.938,-1.215,-1476,64,54,53
-21.142,-88.95,-1.235,-1432,56,44,44
-21.16,-88.947,-1.25,-1442,49,39,40
-21.177,-88.941,-1.228,-1455,59,45,45
-21.159,-88.943,-1.227,-1440,55,43,43
-21.143,-88.954,-1.246,-1447,49,39,40
-21.159,-88.943,-1.215,-1473,62,48,48
-21.177,-88.942,-1.193,-1462,66,52,51
-21.16,-88.945,-1.192,-1406,65,51,50
-21.141,-88.946,-1.212,-1444,63,49,49
-21.141,-88.945,-1.189,-1466,61,50,48
-21.211,-88.929,-1.246,-1429,64,56,54
-21.247,-88.918,-1.232,-1127,69,58,56
-21.23,-88.925,-1.227,-1455,71,61,60
-21.212,-88.933,-1.235,-1460,64,56,54
-21.195,-88.934,-1.25,-1493,60,52,50
-21.246,-88.915,-1.209,-1170,70,59,57
-21.229,-88.921,-1.216,-1480,72,62,61
-21.229,-88.923,-1.193,-1488,69,59,58
-21.246,-88.913,-1.197,-1175,68,58,56
-21.211,-88.929,-1.212,-1471,66,58,56
-21.212,-88.925,-1.189,-1489,65,57,55
-21.194,-88.93,-1.192,-1532,63,53,52
-21.143,-88.951,-1.178,-1509,63,53,51
-21.16,-88.944,-1.181,-1383,67,56,54
-21.177,-88.941,-1.17,-1435,68,57,55
-21.16,-88.947,-1.158,-1426,67,57,55
-21.126,-88.958,-1.181,-1455,62,54,52
-21.127,-88.965,-1.157,-1491,61,56,53
-21.159,-88.94,-1.134,-1353,73,68,65
-21.145,-88.961,-1.155,-1606,63,55,53
-21.146,-88.965,-1.143,-1635,69,64,61
-21.127,-88.964,-1.145,-1432,68,64,61
-21.213,-88.928,-1.178,-1494,66,56,55
-21.246,-88.912,-1.175,-1291,69,59,57
-21.23,-88.926,-1.16,-1432,69,59,58
-21.229,-88.922,-1.171,-1530,70,60,59
-21.195,-88.932,-1.181,-1486,62,52,51
-21.195,-88.934,-1.158,-1517,61,51,50
-21.247,-88.918,-1.152,-1478,66,58,55
-21.248,-88.92,-1.141,-1422,66,58,55
-21.228,-88.917,-1.137,-1445,67,57,56
-21.229,-88.92,-1.126,-1470,68,58,57
-21.212,-88.927,-1.156,-1491,65,55,54
-21.212,-88.927,-1.144,-1511,64,54,53
-21.194,-88.931,-1.135,-1465,61,51,50
-21.176,-88.937,-1.16,-1493,59,49,47
-21.176,-88.936,-1.137,-1445,69,61,58
-21.019,-88.985,-1.244,-1193,45,39,39
-21.107,-88.962,-1.244,-1485,49,41,39
-21.09,-88.971,-1.248,-1398,53,45,43
-21.073,-88.977,-1.248,-1427,50,42,40
-21.072,-88.971,-1.236,-1409,68,60,58
-21.091,-88.973,-1.225,-1386,60,50,49
-21.125,-88.955,-1.227,-1412,54,42,42
-21.108,-88.966,-1.233,-1421,54,44,43
-21.09,-88.969,-1.215,-1422,67,57,56
-21.072,-88.971,-1.214,-1476,73,65,63
-21.072,-88.971,-1.192,-1460,68,63,60
-21.125,-88.955,-1.215,-1447,59,47,47
-21.107,-88.963,-1.211,-1424,60,50,49
-21.125,-88.954,-1.191,-1422,60,50,49
-21.108,-88.963,-1.198,-1437,62,54,52
-21.089,-88.966,-1.194,-1422,65,60,57
-21.002,-88.991,-1.245,-1167,50,44,44
-21.037,-88.982,-1.25,-1208,43,38,35
-21.054,-88.977,-1.228,-1371,71,66,63
-21.036,-88.979,-1.227,-1173,52,47,44
-21.018,-88.982,-1.233,-1294,54,49,46
-21.002,-88.99,-1.233,-1191,65,60,57
-21.054,-88.975,-1.217,-1381,67,62,59
-21.037,-88.98,-1.215,-1096,73,68,65
-21.054,-88.974,-1.193,-1396,62,57,54
-21.037,-88.981,-1.193,-1204,61,56,53
-21.019,-88.985,-1.21,-1072,60,55,52
-21.001,-88.988,-1.21,-1176,62,57,54
-21.019,-88.987,-1.199,-1165,61,56,52
-21.002,-88.991,-1.199,-1206,63,55,52
-21.089,-88.965,-1.172,-1589,66,62,61
-21.072,-88.971,-1.181,-1437,67,63,62
-21.075,-88.985,-1.159,-1501,66,65,63
-21.09,-88.971,-1.161,-1545,62,61,59
-21.107,-88.962,-1.175,-1504,61,55,55
-21.11,-88.974,-1.152,-1486,64,63,61
-21.091,-88.975,-1.141,-1471,66,66,64
-21.074,-88.978,-1.136,-1534,64,64,62
-21.107,-88.961,-1.14,-1598,66,66,64
-21.071,-88.968,-1.126,-1442,54,56,55
-21.019,-88.986,-1.177,-1280,59,54,50
-21.037,-88.98,-1.182,-1283,59,55,52
-21.057,-88.986,-1.171,-1620,58,54,51
-21.058,-88.992,-1.16,-1506,53,52,48
-21.04,-88.993,-1.16,-1514,55,51,48
-21.001,-88.988,-1.176,-1347,54,46,43
-21.055,-88.978,-1.126,-1468,44,44,42
-21.057,-88.989,-1.137,-1540,50,50,48
-21.04,-88.994,-1.137,-1462,44,43,41
-21.039,-88.992,-1.125,-1448,41,40,38
-21.021,-88.995,-1.154,-1547,57,53,50
-21.022,-88.999,-1.142,-1478,57,53,50
-21.176,-88.936,-1.08,-1445,59,54,51
-21.196,-88.939,-1.124,-1493,61,53,51
-21.197,-88.94,-1.101,-1430,61,53,51
-21.145,-88.963,-1.12,-1514,52,51,47
-21.176,-88.938,-1.125,-1447,60,55,51
-21.159,-88.944,-1.123,-1393,59,55,52
-21.159,-88.943,-1.1,-1424,53,49,46
-21.126,-88.96,-1.122,-1470,54,54,52
-21.144,-88.959,-1.109,-1568,44,43,39
-21.128,-88.968,-1.099,-1439,48,43,40
-21.129,-88.971,-1.064,-1434,53,45,43
-21.159,-88.941,-1.088,-1409,56,51,48
-21.159,-88.942,-1.065,-1403,58,50,48
-21.142,-88.949,-1.084,-1630,53,45,43
-21.126,-88.961,-1.087,-1476,48,43,40
-21.211,-88.922,-1.122,-1493,64,54,53
-21.247,-88.919,-1.118,-1455,67,59,56
-21.245,-88.909,-1.106,-1485,69,61,59
-21.228,-88.917,-1.103,-1457,69,59,58
-21.214,-88.932,-1.099,-1519,64,54,53
-21.246,-88.915,-1.083,-1489,67,57,58
-21.228,-88.919,-1.081,-1435,64,55,56
-21.229,-88.921,-1.07,-1455,62,53,54
-21.212,-88.925,-1.088,-1527,62,53,54
-21.195,-88.934,-1.089,-1512,62,53,54
-21.212,-88.925,-1.066,-1503,59,50,51
-21.194,-88.93,-1.066,-1466,58,49,50
-21.174,-88.931,-1.068,-1457,58,53,50
-21.197,-88.941,-1.032,-1512,57,48,49
-21.143,-88.951,-1.062,-1617,54,46,44
-21.159,-88.943,-1.053,-1411,58,50,48
-21.144,-88.959,-1.051,-1562,55,47,45
-21.127,-88.965,-1.052,-1452,55,47,45
-21.159,-88.941,-1.03,-1457,59,51,49
-21.159,-88.942,-1.007,-1412,58,50,48
-21.143,-88.952,-1.026,-1679,56,48,46
-21.128,-88.968,-1.029,-1403,55,47,45
-21.127,-88.963,-1.017,-1448,55,47,45
-21.141,-88.946,-1.015,-1684,55,47,45
-21.214,-88.932,-1.043,-1512,59,50,51
-21.245,-88.909,-1.061,-1471,64,54,55
-21.246,-88.915,-1.05,-1452,63,53,54
-21.229,-88.92,-1.047,-1493,61,52,53
-21.211,-88.922,-1.032,-1494,59,50,51
-21.194,-88.929,-1.043,-1499,57,48,49
-21.245,-88.91,-1.026,-1506,64,54,53
-21.23,-88.924,-1.024,-1481,63,54,55
-21.247,-88.916,-1.015,-1471,66,56,55
-21.229,-88.92,-1.013,-1496,63,55,53
-21.213,-88.927,-1.01,-1504,60,52,50
-21.194,-88.93,-1.009,-1514,59,51,49
-21.176,-88.936,-1.045,-1440,58,53,50
-21.174,-88.929,-1.033,-1519,58,53,50
-21.174,-88.929,-1.011,-1478,60,52,50
-21.019,-88.987,-1.119,-1448,48,44,41
-21.09,-88.967,-1.119,-1453,51,53,52
-21.107,-88.961,-1.117,-1430,52,54,53
-21.108,-88.964,-1.106,-1429,47,47,45
-21.089,-88.964,-1.098,-1458,51,45,45
-21.071,-88.968,-1.104,-1504,43,43,41
-21.09,-88.969,-1.066,-1465,61,51,50
-21.073,-88.976,-1.071,-1493,66,56,55
-21.108,-88.964,-1.083,-1483,56,46,45
-21.108,-88.964,-1.071,-1445,60,50,49
-21.089,-88.966,-1.087,-1480,51,45,45
-21.071,-88.965,-1.081,-1480,62,52,51
-21.003,-88.997,-1.119,-1406,70,65,61
-21.055,-88.978,-1.103,-1458,39,38,36
-21.038,-88.985,-1.102,-1450,42,41,39
-21.02,-88.991,-1.108,-1429,48,44,41
-21.004,-88.998,-1.108,-1399,68,63,59
-21.054,-88.977,-1.08,-1539,57,49,47
-21.038,-88.986,-1.08,-1498,54,46,44
-21.038,-88.986,-1.068,-1462,58,50,48
-21.055,-88.98,-1.069,-1542,62,54,52
-21.019,-88.988,-1.085,-1468,52,48,45
-21.002,-88.993,-1.085,-1416,47,46,42
-21.019,-88.988,-1.063,-1426,55,51,48
-21.089,-88.967,-1.034,-1511,64,56,54
-21.073,-88.975,-1.049,-1452,66,56,55
-21.09,-88.97,-1.045,-1529,64,54,53
-21.108,-88.965,-1.048,-1563,62,52,51
-21.072,-88.971,-1.016,-1494,66,58,56
-21.108,-88.964,-1.024,-1509,62,54,52
-21.107,-88.961,-1.012,-1606,62,54,52
-21.071,-88.967,-1.027,-1481,66,58,56
-21.089,-88.967,-1.013,-1521,63,55,53
-21.02,-88.989,-1.051,-1506,58,53,50
-21.054,-88.973,-1.047,-1512,63,55,53
-21.038,-88.985,-1.033,-1483,59,54,51
-21.054,-88.974,-1.035,-1512,61,56,53
-21.037,-88.98,-1.045,-1527,59,54,51
-21.002,-88.991,-1.062,-1404,49,45,42
-21.002,-88.992,-1.05,-1496,53,49,46
-21.055,-88.98,-1.014,-1557,61,56,53
-21.037,-88.984,-1.012,-1524,58,53,50
-21.02,-88.992,-1.028,-1476,56,51,48
-21.019,-88.988,-1.017,-1489,55,50,47
-21.003,-88.993,-1.027,-1489,58,54,51
-21.003,-88.995,-1.015,-1562,58,53,50
-21.879,-88.271,-1.337,-1738,109,104,98
-21.978,-88.443,-1.409,-1594,49,51,46
-21.634,-88.261,-1.348,-1514,98,100,89
-21.619,-88.279,-1.383,-1657,93,90,81
-21.626,-88.307,-1.35,-1653,77,76,71
-21.647,-88.316,-1.338,-1661,98,100,89
-21.628,-88.315,-1.339,-1727,77,76,71
-21.656,-88.283,-1.348,-1506,87,89,78
-21.645,-88.308,-1.317,-1647,76,77,69
-21.649,-88.251,-1.337,-1735,87,89,78
-21.926,-88.009,-1.46,-1673,42,41,39
-21.774,-88.154,-1.384,-1660,80,79,74
-21.629,-88.019,-1.329,-1514,64,64,54
-21.684,-88.166,-1.445,-1711,86,75,71
-21.636,-88.199,-1.4,-1468,106,98,87
-21.706,-88.179,-1.41,-1571,54,57,48
-21.644,-88.158,-1.421,-1519,92,79,70
-21.684,-88.164,-1.423,-1506,77,77,69
-21.646,-88.167,-1.399,-1629,82,72,60
-21.65,-88.183,-1.388,-1506,97,91,79
-21.627,-88.165,-1.39,-1460,106,98,87
-21.555,-88.175,-1.492,-1486,66,60,60
-21.573,-88.173,-1.478,-1622,67,62,59
-21.569,-88.156,-1.445,-1506,74,66,63
-21.568,-88.152,-1.456,-1576,74,66,63
-21.618,-88.203,-1.401,-1676,108,104,92
-21.586,-88.223,-1.402,-1442,74,69,65
-21.59,-88.242,-1.391,-1639,74,69,65
-21.569,-88.231,-1.404,-1432,71,63,61
-21.621,-88.214,-1.39,-1503,108,104,92
-21.57,-88.16,-1.423,-1457,76,68,65
-21.593,-88.176,-1.404,-1529,83,79,70
-21.695,-88.059,-1.489,-1637,102,93,84
-21.698,-88.071,-1.477,-1524,97,88,81
-21.684,-88.092,-1.489,-1627,98,87,83
-21.672,-88.118,-1.455,-1684,86,75,71
-21.653,-88.117,-1.457,-1642,92,74,72
-21.648,-88.171,-1.365,-1504,90,86,74
-21.63,-88.173,-1.368,-1494,113,111,99
-21.666,-88.168,-1.366,-1532,76,67,58
-21.647,-88.168,-1.353,-1529,85,83,71
-21.627,-88.163,-1.313,-1532,71,72,64
-21.637,-88.127,-1.33,-1629,60,62,51
-21.612,-88.178,-1.368,-1578,120,118,106
-21.57,-88.159,-1.279,-1447,83,72,70
-21.612,-88.177,-1.261,-1566,77,64,58
-21.522,-88.269,-1.112,-1620,75,72,65
-21.576,-88.263,-1.192,-1543,95,101,89
-21.506,-88.279,-1.168,-1463,66,57,58
-21.538,-88.258,-1.127,-1434,73,72,67
-21.95,-88.107,-1.224,-1571,67,66,62
-21.953,-88.192,-1.227,-1632,71,72,66
-21.963,-88.232,-1.17,-1545,62,64,61
-21.625,-88.079,-1.076,-1563,69,69,61
-21.564,-88.133,-1.145,-1688,81,78,69
-21.577,-88.188,-1.168,-1550,83,83,73
-21.54,-88.19,-1.163,-1542,77,72,68
-21.535,-88.245,-1.173,-1689,67,69,64
-21.512,-88.227,-1.167,-1471,73,64,65
-21.553,-88.242,-1.131,-1514,71,70,65
-21.545,-88.208,-1.152,-1473,80,75,71
-21.527,-88.212,-1.148,-1394,75,67,64
-21.507,-88.208,-1.145,-1527,72,64,62
-21.505,-88.199,-1.132,-1630,69,68,63
-21.52,-88.032,-1.145,-1565,84,81,74
-21.598,-88.119,-1.132,-1650,88,92,78
-21.529,-88.069,-1.134,-1565,78,79,71
-21.554,-88.094,-1.133,-1620,74,76,65
-21.665,-88.241,-1.101,-1629,73,64,59
-21.511,-88.147,-1.114,-1376,75,70,64
-21.6,-88.203,-1.081,-1532,93,82,76
-21.542,-88.195,-1.063,-1594,93,84,77
-21.595,-88.182,-1.091,-1440,89,80,75
-21.527,-88.137,-1.096,-1491,76,67,62
-21.526,-88.21,-1.001,-1460,71,68,63
-21.584,-88.137,-1.003,-1426,90,92,78
-21.566,-88.141,-1.001,-1457,77,77,65
-21.548,-88.144,-1.056,-1429,91,89,77
-21.535,-88.168,-1.04,-1620,69,71,60
-21.547,-88.143,-1.045,-1450,89,89,77
-21.534,-88.165,-1.017,-1457,65,62,55
-21.537,-88.176,-1.006,-1445,67,64,57
-21.703,-88.09,-1.117,-1539,64,46,44
-21.535,-88.013,-1.11,-1516,70,65,59
-21.591,-88.09,-1.089,-1548,81,72,67
-21.518,-88.097,-1.118,-1537,71,70,65
-21.537,-88.1,-1.111,-1475,73,68,62
-21.539,-88.11,-1.078,-1524,82,69,61
-21.519,-88.102,-1.073,-1494,93,84,77
-21.582,-88.05,-1.078,-1616,81,77,68
-21.548,-88.067,-1.055,-1458,91,89,77
-21.551,-88.081,-1.045,-1381,98,98,86
-21.563,-88.05,-1.035,-1481,103,101,89
-21.563,-88.051,-1.024,-1389,100,96,84
-21.526,-88.057,-1.021,-1452,84,82,70
-21.488,-88.278,-1.115,-1586,59,56,51
-21.455,-88.299,-1.168,-1499,58,52,52
-21.49,-88.287,-1.173,-1640,52,52,52
-21.441,-88.322,-1.172,-1501,61,55,57
-21.488,-88.278,-1.127,-1460,65,62,57
-21.497,-88.091,-1.079,-1527,86,75,69
-21.478,-88.166,-1.132,-1489,64,61,56
-21.478,-88.088,-1.075,-1504,81,74,68
-21.499,-88.099,-1.09,-1489,77,70,64
-20.984,-88.997,-1.968,-1611,26,24,27
-20.501,-88.937,-1.936,-1416,25,26,28
-20.5,-88.934,-1.925,-1381,25,26,28
-20.984,-89.0,-1.58,-1691,37,31,33
-20.967,-88.999,-1.702,-1581,26,24,25
-20.984,-89.0,-1.637,-1619,28,26,29
-20.531,-88.906,-1.723,-1606,28,27,25
-20.514,-88.914,-1.725,-1630,30,29,27
-20.588,-88.748,-1.577,-1668,26,24,25
-20.428,-88.866,-1.849,-1665,27,25,26
-20.499,-88.851,-1.78,-1602,28,26,27
-20.386,-88.928,-1.975,-1489,36,34,35
-20.389,-88.94,-1.995,-1385,37,33,34
-20.408,-88.94,-1.994,-1396,31,27,28
-20.426,-88.938,-1.981,-1375,28,26,27
-20.407,-88.938,-1.972,-1375,26,27,29
-20.408,-88.94,-1.962,-1373,26,27,29
-20.408,-88.944,-1.94,-1381,25,26,28
-20.442,-88.93,-1.997,-1368,27,25,26
-20.476,-88.915,-1.99,-1393,27,27,29
-20.5,-88.933,-1.992,-1378,28,28,30
-20.5,-88.931,-1.981,-1383,28,28,30
-20.477,-88.915,-1.979,-1370,26,27,29
-20.477,-88.916,-1.957,-1365,24,28,29
-20.498,-88.926,-1.958,-1412,24,28,29
-20.474,-88.904,-1.945,-1383,25,26,28
-20.453,-88.892,-1.958,-1334,24,28,29
-20.425,-88.937,-1.993,-1362,30,26,27
-20.425,-88.934,-1.958,-1370,24,28,29
-20.458,-88.916,-1.937,-1411,25,26,28
-20.477,-88.919,-1.923,-1358,25,26,28
-20.46,-88.925,-1.925,-1575,25,26,28
-20.477,-88.917,-1.9,-1362,26,26,26
-20.498,-88.925,-1.902,-1408,26,26,26
-20.498,-88.925,-1.891,-1385,27,25,26
-20.477,-88.919,-1.889,-1337,27,25,26
-20.457,-88.909,-1.903,-1580,26,26,26
-20.46,-88.922,-1.881,-1362,27,25,26
-20.44,-88.92,-1.884,-1417,27,25,26
-20.251,-88.995,-1.938,-1426,31,29,30
-20.372,-88.95,-1.991,-1403,40,38,39
-20.372,-88.949,-1.98,-1362,39,39,39
-20.372,-88.949,-1.957,-1388,35,39,40
-20.371,-88.944,-1.946,-1457,33,34,36
-20.286,-88.982,-1.941,-1539,30,28,31
-20.339,-88.966,-1.892,-1555,26,24,25
-20.356,-88.959,-1.881,-1350,27,25,26
-20.427,-88.779,-1.99,-1530,26,26,28
-20.417,-88.819,-1.938,-1478,25,26,28
-20.406,-88.774,-1.971,-1620,26,27,29
-20.432,-88.8,-1.979,-1468,26,26,28
-20.412,-88.799,-1.96,-1617,26,27,29
-20.41,-88.869,-1.934,-1291,25,26,28
-20.384,-88.758,-1.921,-1699,25,26,28
-20.318,-88.795,-1.934,-1734,32,33,35
-20.431,-88.879,-1.872,-1440,27,25,26
-20.449,-88.878,-1.845,-1616,26,24,25
-20.498,-88.925,-1.868,-1396,27,25,26
-20.479,-88.924,-1.866,-1344,27,25,26
-20.499,-88.928,-1.846,-1388,27,25,26
-20.477,-88.915,-1.855,-1349,24,22,23
-20.459,-88.919,-1.87,-1385,27,25,26
-20.497,-88.92,-1.835,-1388,27,25,26
-20.477,-88.916,-1.831,-1330,25,23,24
-20.44,-88.92,-1.816,-1409,27,25,26
-20.413,-88.885,-1.865,-1530,27,25,26
-20.418,-88.905,-1.855,-1666,27,25,26
-20.432,-88.883,-1.826,-1707,27,25,26
-20.497,-88.921,-1.812,-1488,27,25,26
-20.425,-88.933,-1.798,-1403,26,26,24
-20.371,-88.944,-1.813,-1742,27,25,26
-20.281,-88.793,-1.791,-1558,28,28,26
-20.389,-88.617,-1.784,-1521,25,25,23
-20.357,-88.722,-1.914,-1642,25,25,25
-20.411,-88.631,-1.803,-1550,24,24,22
-20.41,-88.626,-1.792,-1494,24,24,22
-20.428,-88.622,-1.785,-1535,25,25,23
-20.389,-88.615,-1.773,-1503,26,26,24
-20.429,-88.625,-1.774,-1624,25,25,23
-20.409,-88.62,-1.769,-1519,24,24,22
-20.407,-88.614,-1.758,-1722,25,25,23
-20.331,-88.525,-1.767,-1514,26,26,24
-20.323,-88.57,-1.802,-1560,27,27,25
-20.369,-88.609,-1.787,-1650,25,25,23
-20.324,-88.574,-1.792,-1558,27,27,25
-20.303,-88.564,-1.803,-1617,28,26,27
-20.354,-88.544,-1.764,-1650,26,26,24
-20.352,-88.535,-1.752,-1507,27,27,25
-20.011,-88.509,-1.969,-1432,41,42,46
-20.095,-88.554,-1.968,-1625,40,44,45
-20.114,-88.554,-1.893,-1553,30,21,26
-20.424,-88.931,-1.741,-1637,30,30,32
-20.406,-88.935,-1.744,-1414,27,27,29
-20.456,-88.905,-1.745,-1383,27,26,24
-20.493,-88.9,-1.723,-1475,27,26,24
-20.495,-88.909,-1.7,-1668,30,30,30
-20.495,-88.912,-1.689,-1706,30,30,30
-20.44,-88.921,-1.669,-1704,29,27,28
-20.477,-88.918,-1.671,-1403,43,43,43
-20.498,-88.925,-1.666,-1373,42,44,43
-20.461,-88.926,-1.666,-1368,33,33,33
-20.477,-88.916,-1.648,-1391,49,49,49
-20.251,-88.992,-1.722,-1499,33,28,32
-20.407,-88.612,-1.677,-1720,35,35,35
-20.346,-88.673,-1.716,-1635,31,29,30
-20.505,-88.31,-1.622,-1665,25,25,25
-20.586,-88.257,-1.577,-1558,23,21,22
-20.586,-88.256,-1.565,-1616,24,22,23
-20.57,-88.269,-1.568,-1634,26,24,27
-20.506,-88.314,-1.508,-1532,24,26,23
-20.511,-88.257,-1.542,-1607,29,25,26
-20.556,-88.291,-1.561,-1496,27,25,28
-20.523,-88.305,-1.532,-1563,27,25,26
-20.507,-88.239,-1.599,-1535,26,24,25
-20.52,-88.211,-1.578,-1645,26,24,27
-20.519,-88.207,-1.567,-1665,26,24,27
-20.509,-88.246,-1.588,-1547,26,24,25
-20.262,-88.306,-1.764,-1588,27,27,25
-20.303,-88.484,-1.855,-1611,29,27,28
-20.262,-88.388,-1.943,-1550,33,37,38
-20.34,-88.484,-1.908,-1488,25,25,25
-20.335,-88.463,-1.897,-1519,25,25,25
-20.317,-88.466,-1.88,-1562,27,25,26
-20.314,-88.453,-1.89,-1637,26,26,26
-20.266,-88.486,-1.914,-1525,29,30,32
-20.299,-88.465,-1.876,-1604,27,25,26
-20.265,-88.398,-1.932,-1504,32,33,35
-20.267,-88.41,-1.913,-1602,28,29,31
-20.304,-88.49,-1.844,-1548,29,27,28
-20.325,-88.5,-1.824,-1525,28,26,27
-20.324,-88.495,-1.801,-1604,26,26,24
-20.213,-88.255,-1.854,-1452,25,23,24
-20.149,-88.38,-1.95,-1494,30,36,36
-20.218,-88.439,-1.969,-1339,43,43,45
-20.237,-88.443,-1.982,-1389,43,41,42
-20.239,-88.449,-1.972,-1411,42,42,42
-20.226,-88.473,-1.948,-1563,34,38,39
-20.242,-88.464,-1.949,-1530,34,38,39
-20.204,-88.459,-1.948,-1462,34,38,39
-20.145,-88.447,-1.998,-1339,39,40,42
-20.182,-88.442,-1.998,-1353,40,40,42
-20.181,-88.44,-1.987,-1352,41,41,43
-20.164,-88.445,-1.997,-1301,39,40,42
-20.162,-88.439,-1.985,-1319,37,39,38
-20.145,-88.447,-1.987,-1353,36,38,37
-20.167,-88.46,-1.963,-1439,30,36,36
-20.195,-88.416,-1.98,-1335,41,41,43
-20.216,-88.431,-1.98,-1363,42,42,44
-20.189,-88.39,-1.968,-1473,41,42,44
-20.168,-88.383,-1.963,-1373,40,41,43
-20.139,-88.42,-1.964,-1463,32,36,35
-20.139,-88.418,-1.953,-1498,25,34,31
-20.203,-88.453,-1.926,-1447,32,33,35
-20.247,-88.486,-1.916,-1457,29,30,32
-20.219,-88.443,-1.925,-1543,32,33,35
